school_number,school_name,instruction_type,charter_type,school_street_address,school_city,school_state,school_zip,school_site_street_address,school_site_city,school_site_state,school_site_zip,school_phone,school_fax,school_email_address,school_web_page_address,school_principal,grade_range,enrollment_as_of_oct_2012,school_status,school_status_date,update_date
'020908042,PEARLAND J H WEST,REGULAR INSTRUCTIONAL,,P O BOX 7,PEARLAND,TX,77588-0007,2337 N GALVESTON AVE,PEARLAND,TX,77581-4245,(281) 412-1222,(281) 412-1228,wilsonp@pearlandisd.org,,MRS ANDREA WENKE   ,'07 08,726,Active,9/30/93,7/24/13 5:34
'020908043,PEARLAND J H SOUTH,REGULAR INSTRUCTIONAL,,P O BOX 7,PEARLAND,TX,77588-0007,4719 BAILEY RD,PEARLAND,TX,77584,(281) 727-1500,(281) 727-1580,dahlstromm@pearlandisd.org,,MOLLYE DAHLSTROM   ,'07 08,829,Active,5/9/00,7/24/13 5:34
'020908044,BERRY MILLER J H,REGULAR INSTRUCTIONAL,,P O BOX 7,PEARLAND,TX,77581,3301 MANVEL RD,PEARLAND,TX,77584,(281) 997-3900,(281) 997-7893,brooksk@pearlandisd.org,,MS KIM BROOKS   ,'07 08,851,Active,8/18/08,7/24/13 5:34
'020908045,NEW J H,REGULAR INSTRUCTIONAL,,P O BOX 7,PEARLAND,TX,77588,1928 N MAIN,PEARLAND,TX,77581-3306,(000) 000-0000,(000) 000-0000,wellb@pearlandisd.org,,    ,'07 08,0,Under Construction,3/9/07,7/24/13 5:34
'021901041,COLLEGE STATION MIDDLE,REGULAR INSTRUCTIONAL,,900 ROCK PRAIRIE RD,COLLEGE STATION,TX,77845-8353,900 ROCK PRAIRIE RD,COLLEGE STATION,TX,77845-8353,(979) 764-5545,(979) 764-5557,ohadnot@csisd.org,csms.csisd.org,MR OLIVER HADNOT   ,'07 08,791,Active, ,7/24/13 5:34
'021901042,A & M CONSOLIDATED MIDDLE,REGULAR INSTRUCTIONAL,,105 HOLIK DR,COLLEGE STATION,TX,77840,105 HOLIK DR,COLLEGE STATION,TX,77840,(979) 764-5575,(979) 764-5577,ndixon@csisd.org,amcms.csisd.org,MR NKRUMAH DIXON   ,'07 08,826,Active,3/7/00,7/24/13 5:34
'025902041,BROWNWOOD MIDDLE,REGULAR INSTRUCTIONAL,,STEPHEN F AUSTIN & CALVERT RD,BROWNWOOD,TX,76801-9999,1600 CALVERT RD,BROWNWOOD,TX,76801-9999,(325) 646-9545,(325) 646-3785,,,MR BRYAN ALLEN   ,'07 08,483,Active, ,7/24/13 5:34
'030906041,EULA J H,REGULAR INSTRUCTIONAL,,6040 F M 603,CLYDE,TX,79510-6610,6040 F M 603,CLYDE,TX,79510-6610,(325) 529-3605,(325) 529-5534,smithc@eulaisd.net,www.eulaisd.us,MRS CANDILYN SMITH   ,'07 08,55,Active,9/1/71,7/24/13 5:34
'031905041,W B GREEN J H,REGULAR INSTRUCTIONAL,,501 N CANAL ST,LA FERIA,TX,78559-5015,501 N CANAL ST,LA FERIA,TX,78559-5015,(956) 797-8400,(956) 797-2157,michael.torres@laferiaisd.org,www.laferiaisd.org,MR MICHAEL TORRES   ,'07 08,516,Active, ,7/24/13 5:34
'031916041,SOUTH TEXAS PREPARATORY ACADEMY,REGULAR INSTRUCTIONAL,,724 SUGAR RD,EDINBURG,TX,78539, , ,TX, , , ,sonia.rodriguez@stisd.net,,MRS ANA CASTRO   ,'07 08,589,Active,7/9/08,7/24/13 5:34
'032902041,PITTSBURG J H,REGULAR INSTRUCTIONAL,,313 BROACH ST,PITTSBURG,TX,75686-1098,313 BROACH ST,PITTSBURG,TX,75686-1098,(903) 856-6432,(903) 856-0269,tbrown@pittsburgisd.net,www.pittsburgisd.net,MS T BROWN   ,'07 08,401,Active, ,7/24/13 5:34
'036902041,BARBERS HILL MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 1108,MONT BELVIEU,TX,77580-1108,9600 EAGLE DR,BAYTOWN,TX,77523-1108,(281) 576-2221 ext:1410,(281) 576-3353,lmurphy@bhisd.net,www.bhisd.net,MR LANCE MURPHY   ,'07 08,786,Active, ,7/24/13 5:34
'036903041,EAST CHAMBERS J H,REGULAR INSTRUCTIONAL,,1931 STATE HWY 124,WINNIE,TX,77665,1931 STATE HWY 124,WINNIE,TX,77665,(409) 296-4183,(409) 296-2724,,,MS LOU ANN RAINEY   ,'07 08,196,Active, ,7/24/13 5:34
'037904042,JACKSONVILLE MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 631,JACKSONVILLE,TX,75766-0631,1541 E PINE,JACKSONVILLE,TX,75766-0631,(903) 586-3686,(903) 586-8071,lcox@jisd.org,www.jacksonvilleisd.org/jacksonville_middle_school1.htm,MRS LISA COX   ,'07 08,725,Active, ,7/24/13 5:34
'043901042,W E PETE FORD MIDDLE,REGULAR INSTRUCTIONAL,,630 PARK PL DR,ALLEN,TX,75002-3006,630 PARK PL DR,ALLEN,TX,75002-3006,(972) 727-0590,(972) 727-0596,susan_horowitz@allenisd.org,www.allenisd.org/ford/index.htm,MRS SUSAN HOROWITZ   ,'07 08,866,Active, ,7/24/13 5:34
'043901043,WALTER & LOIS CURTIS MIDDLE,REGULAR INSTRUCTIONAL,,1530 RIVERCREST BLVD,ALLEN,TX,75002-4547,1530 RIVERCREST BLVD,ALLEN,TX,75002-4547,(972) 727-0340,(972) 727-0345,linda_lambert@allenisd.org,www.allenisd.org/curtis/index.htm,MRS SONYA PITCOCK   ,'07 08,1073,Active,7/1/93,7/24/13 5:34
'043901044,ERECKSON MIDDLE,REGULAR INSTRUCTIONAL,,450 TATUM DR,ALLEN,TX,75013,450 TATUM DR,ALLEN,TX,75013,(972) 747-3308,(972) 747-3311,phyllis_spain@allenisd.org,www.allenisd.org,MRS KIM MCLAUGHLIN   ,'07 08,1140,Active,6/17/04,7/24/13 5:34
'043908101,MELISSA MIDDLE,REGULAR INSTRUCTIONAL,,2950 CARDINAL DR,MELISSA,TX,75454-0127,2950 CARDINAL DR,MELISSA,TX,75454-0127,(972) 837-4355,(972) 837-4497,cfiori@melissaisd.org,,MS CHRISTY FIORI   ,'07 08,-1,Active,9/1/78,7/24/13 5:34
'043911041,CLARK JR HIGH,REGULAR INSTRUCTIONAL,,301 PANTHER PKWY,PRINCETON,TX,75407-1002,301 PANTHER PKWY,PRINCETON,TX,75407-1002,(469) 952-5400 ext:4004,(972) 736-5903,panthony@princetonisd.net,www.princetonisd.net,MR GREG TABOR   ,'07 08,519,Active, ,7/24/13 5:34
'043912042,REYNOLDS MIDDLE,REGULAR INSTRUCTIONAL,,700 N COLEMAN ST,PROSPER,TX,75078-2302,700 N COLEMAN ST,PROSPER,TX,75078-2302,(469) 219-2165,(972) 346-2455,gkbradley@prosper-isd.net,www.prosper-isd.net,MR GREG BRADLEY   ,'07 08,820,Active,7/12/10,7/24/13 5:34
'043914041,GRADY BURNETT J H,REGULAR INSTRUCTIONAL,,P O BOX 490,WYLIE,TX,75098-0490,516 HILLTOP,WYLIE,TX,75098-0490,(972) 429-3200,(972) 442-1447,Justin.Terry@wylieisd.net,www.wylieisd.net,MR JUSTIN TERRY   ,'07 08,623,Active, ,7/24/13 5:34
'043914043,FRANK MCMILLAN JUNIOR HIGH SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 490,WYLIE,TX,75098-0490,1050 PARK BLVD,WYLIE,TX,75098,(972) 429-3225,(972) 941-6372,,,MR JON PETERS   ,'07 08,688,Active,6/20/02,7/24/13 5:34
'043914045,RAYMOND B COOPER J H,REGULAR INSTRUCTIONAL,,P O 490,WYLIE,TX,75098,101 HENSLEY LN,WYLIE,TX,75098,(972) 429-3250,(972) 941-9175,,,TAMI NAUYOKAS   ,'07 08,655,Active,8/29/06,7/24/13 5:34
'043919041,WILLOW SPRINGS MIDDLE,REGULAR INSTRUCTIONAL,,1101 W LUCAS RD,LUCAS,TX,75002,1101 W LUCAS RD,LUCAS,TX,75002,(469) 742-8500,(469) 742-8501,kent_messer@lovejoyisd.net,,KENT MESSER   ,'07 08,949,Active,8/30/06,7/24/13 5:34
'045903043,RICE JH,REGULAR INSTRUCTIONAL,,P O BOX 338,ALTAIR,TX,77412-0338,1093 RAIDER DR,ALTAIR,TX,77412,(979) 234-3531 ext:1900,(979) 234-3191,jhp13@ricecisd.org,www.ricecisd.org,MR JOHN HENRY POST   ,'07 08,210,Active,7/21/09,7/24/13 5:34
'047901041,JEFFERIES J H,REGULAR INSTRUCTIONAL,,ONE VALLEY FORGE DR,COMANCHE,TX,76442-1816,ONE VALLEY FORGE DR,COMANCHE,TX,76442-1816,(325) 356-5220,(325) 356-1949,jsimmons@comancheisd.net,,MR JOSEPH SIMMONS   ,'07 08,183,Active, ,7/24/13 5:34
'050902041,GATESVILLE J H,REGULAR INSTRUCTIONAL,,311 S LOVERS LN,GATESVILLE,TX,76528-0759,307 S LOVERS LN,GATESVILLE,TX,76528-0759,(254) 865-8271,(254) 865-2252,cvenable@gatesvilleisd.org,jh.gatesvilleisd.org,MRS CINDY A VENABLE   ,'07 08,444,Active, ,7/24/13 5:34
'057833002,EDUCATION CENTER INTERNATIONAL ACADEMY 2,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2422 N JUPITER RD,GARLAND,TX,75044,302 N TOWN E BLVD,SUNNYVALE,TX,75182,(214) 628-9152,(214) 628-9124,bdensmore@eciacharter.com,www.eciacharter.com,BOB DENSMORE   ,'07 08,18,Active,8/29/07,7/24/13 5:34
'057904041,W S PERMENTER MIDDLE,REGULAR INSTRUCTIONAL,,431 W PARKERVILLE RD,CEDAR HILL,TX,75104,431 W PARKERVILLE RD,CEDAR HILL,TX,75104-6607,(972) 291-5270,(972) 291-5296,shauntee.mayfield@chisd.net,www.chisd.com/schools/pms,DR SHAUNTEE MAYFIELD   ,'07 08,644,Active, ,7/24/13 5:34
'057904042,BESSIE COLEMAN MIDDLE,REGULAR INSTRUCTIONAL,,1208 PLEASANT RUN RD,CEDAR HILL,TX,75104,1208 PLEASANT RUN RD,CEDAR HILL,TX,75104,(972) 293-4505,(469) 272-9445,constance.jawaid@chisd.net,www.chisd.com/schools/cms,MRS CONSTANCE JAWAID   ,'07 08,573,Active,8/31/05,7/24/13 5:34
'057905066,HARRY STONE MONTESSORI ACADEMY,REGULAR INSTRUCTIONAL,,4747 VETERANS DR,DALLAS,TX,75216-7103,4747 VETERANS DR,DALLAS,TX,75216-7103,(972) 794-3400,(972) 794-3401,licurry@dallasisd.org,,LISA CURRY   ,'07 08,135,Active, ,7/24/13 5:34
'057905075,GEORGE BANNERMAN DEALEY INTERNATIONAL ACADEMY,REGULAR INSTRUCTIONAL,,6501 ROYAL LN,DALLAS,TX,75230-4142,6501 ROYAL LN,DALLAS,TX,75230-4142,(972) 794-8400,(972) 794-8401,jbortnem@dallasisd.org,,JOHANNA BORTNEM   ,'07 08,193,Active,7/1/94,7/24/13 5:34
'057907041,J HERMAN REED MIDDLE,REGULAR INSTRUCTIONAL,,530 E FREEMAN ST,DUNCANVILLE,TX,75116-4893,530 E FREEMAN ST,DUNCANVILLE,TX,75116-4893,(972) 708-3500,(972) 708-3535,kculbertson@duncanvilleisd.org,,DR KATHY CULBERTSON   ,'07 08,521,Active, ,7/24/13 5:34
'057907042,WILLIAM H BYRD MIDDLE SCHOOL,REGULAR INSTRUCTIONAL,,1040 W WHEATLAND RD,DUNCANVILLE,TX,75137-4406,1040 W WHEATLAND RD,DUNCANVILLE,TX,75137-4406,(972) 708-3400,(972) 708-3434,gtrujillo@duncanvilleisd.org,,MR GABE TRUJILLO   ,'07 08,717,Active, ,7/24/13 5:34
'057907043,G W KENNEMER MIDDLE,REGULAR INSTRUCTIONAL,,7101 W WHEATLAND RD,DALLAS,TX,75249,7101 W WHEATLAND RD,DALLAS,TX,75249,(972) 708-3600,(972) 708-3636,nranson@duncanvilleisd.org,,MS NIKEESIA RANSON   ,'07 08,762,Active,8/1/05,7/24/13 5:34
'057910054,HOPE (HELPFUL OPPORTUNITIES TO PURSUE EXCELLENCE),ALTERNATIVE INSTRUCTIONAL,,1502 COLLEGE ST,GRAND PRAIRIE,TX,75050,1502 COLLEGE ST,GRAND PRAIRIE,TX,75050,(972) 522-3451,(972) 642-9638,CHEREE.CARTER@GPISD.ORG,,    ,'07 08,0,Under Construction,6/10/13,7/24/13 5:34
'057911041,HIGHLAND PARK MIDDLE,REGULAR INSTRUCTIONAL,,3555 GRANADA AVE,DALLAS,TX,75205-2299,3555 GRANADA AVE,DALLAS,TX,75205-2299,(214) 780-3600,(214) 780-3699,nortonl@hpisd.org,,LAURIE NORTON   ,'07 08,1107,Active, ,7/24/13 5:34
'057913041,LANCASTER MIDDLE,REGULAR INSTRUCTIONAL,,822 W PLEASANT RUN RD,LANCASTER,TX,75146-1446,822 W PLEASANT RUN RD,LANCASTER,TX,75146-1446,(972) 218-1660,(972) 218-3080,elijahgranger@lancasterisd.org,,MR ELIJAH GRANGER   ,'07 08,953,Active, ,7/24/13 5:34
'057914041,AGNEW MIDDLE,REGULAR INSTRUCTIONAL,,729 WILKINSON DR,MESQUITE,TX,75149-5199,729 WILKINSON DR,MESQUITE,TX,75149-5199,(972) 882-5750,(972) 882-5760,dgallegos@mesquiteisd.org,www.mesquiteisd.org,MS DONNA GALLEGOS   ,'07 08,828,Active, ,7/24/13 5:34
'057914042,VANSTON MIDDLE,REGULAR INSTRUCTIONAL,,3230 KARLA DR,MESQUITE,TX,75150-1721,3230 KARLA DR,MESQUITE,TX,75150-1721,(972) 882-5801,(972) 882-5848,eduran@mesquiteisd.org,www.mesquiteisd.org,MR EMILLIO DURAN   ,'07 08,765,Active, ,7/24/13 5:34
'057914044,MCDONALD MIDDLE,REGULAR INSTRUCTIONAL,,2930 TOWN E BLVD,MESQUITE,TX,75150-3935,2930 TOWN E BLVD,MESQUITE,TX,75150-3935,(972) 882-5700,(972) 882-5710,cswann@mesquiteisd.org,www.mesquiteisd.org,MRS DEBRA BASSINGER   ,'07 08,1008,Active, ,7/24/13 5:34
'057914046,KIMBROUGH MIDDLE,REGULAR INSTRUCTIONAL,,3900 N GALLOWAY AVE,MESQUITE,TX,75150-4265,3900 N GALLOWAY AVE,MESQUITE,TX,75150-4265,(972) 882-5900,(972) 882-5942,aamalone@mesquiteisd.org,www.mesquiteisd.org,DR ALANE MALONE   ,'07 08,859,Active,8/1/93,7/24/13 5:34
'057916042,LAKE HIGHLANDS J H,REGULAR INSTRUCTIONAL,,10301 WALNUT HILL LN,DALLAS,TX,75238-4107,10301 WALNUT HILL LN,DALLAS,TX,75238-4107,(469) 593-1600,(469) 593-1606,,www.richardson.k12.tx.us/administration/sch,VERONICA ESCALANTE   ,'07 08,742,Active, ,7/24/13 5:34
'057916044,RICHARDSON WEST J H,REGULAR INSTRUCTIONAL,,1309 HOLLY DR,RICHARDSON,TX,75080-4726,1309 HOLLY DR,RICHARDSON,TX,75080-4726,(469) 593-3700,(469) 593-3666,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,HENRY P HALL   ,'07 08,716,Active, ,7/24/13 5:34
'057916045,RICHARDSON NORTH J H,REGULAR INSTRUCTIONAL,,1820 N FLOYD RD,RICHARDSON,TX,75080-3328,1820 N FLOYD RD,RICHARDSON,TX,75080-3328,(469) 593-5400,(469) 593-5434,,www.richardson.k12.tx.us/administration/sch,PHILIP A BATES   ,'07 08,603,Active, ,7/24/13 5:34
'057916047,FOREST MEADOW J H,REGULAR INSTRUCTIONAL,,9373 WHITEHURST DR,DALLAS,TX,75243-4107,9373 WHITEHURST DR,DALLAS,TX,75243-4107,(469) 593-1500,(469) 593-1461,,www.richardson.k12.tx.us/administration/sch,CHARLES BRUNER   ,'07 08,699,Active, ,7/24/13 5:34
'057916048,WESTWOOD J H,REGULAR INSTRUCTIONAL,,7630 ARAPAHO RD,DALLAS,TX,75248-4107,7630 ARAPAHO RD,DALLAS,TX,75248-4107,(469) 593-3600,(469) 593-3508,,www.richardson.k12.tx.us/administration/sch,TROY GRAY   ,'07 08,682,Active, ,7/24/13 5:34
'057916049,LIBERTY J H,REGULAR INSTRUCTIONAL,,10330 LAWLER RD,DALLAS,TX,75243-4107,10330 LAWLER RD,DALLAS,TX,75243-4107,(469) 593-7888,(469) 593-7764,stephen.quisenberry@richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,MR STEPHEN QUISENBERRY   ,'07 08,637,Active, ,7/24/13 5:34
'057916050,APOLLO J H,REGULAR INSTRUCTIONAL,,1600 APOLLO RD,RICHARDSON,TX,75081-3824,1600 APOLLO RD,RICHARDSON,TX,75081-3824,(469) 593-7900,(469) 593-7911,,www.richardson.k12.tx.us/administration/sch,MR JACKIE NOTEWARE   ,'07 08,662,Active, ,7/24/13 5:34
'057916051,PARKHILL J H,REGULAR INSTRUCTIONAL,,16500 SHADYBANK DR,DALLAS,TX,75248-4107,16500 SHADYBANK DR,DALLAS,TX,75248-4107,(469) 593-5600,(469) 593-5500,judy.marcum@richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,MS JUDY MARCUM   ,'07 08,611,Active,7/16/79,7/24/13 5:34
'061903041,PILOT POINT SELZ MIDDLE,REGULAR INSTRUCTIONAL,,828 S HARRISON ST,PILOT POINT,TX,76258-4339,828 S HARRISON ST,PILOT POINT,TX,76258-4339,(940) 686-8730,(940) 686-8735,webmaster@pilotpointisd.com,www.pilotpointisd.com,MR LARRY SHUMAN   ,'07 08,221,Active,7/9/79,7/24/13 5:34
'061908041,SANGER MIDDLE,REGULAR INSTRUCTIONAL,,105 N BERRY,SANGER,TX,76266,105 N BERRY,SANGER,TX,76266,(940) 458-7916,(940) 458-5111,dsteeber@sangerisd.net,sisd.sangerisd.net,MS DEANNA STEEBER   ,'07 08,423,Active, ,7/24/13 5:34
'061910041,ARGYLE MIDDLE,REGULAR INSTRUCTIONAL,,800 EAGLE DR,ARGYLE,TX,76226,191 U S HWY 377,ARGYLE,TX,76226,(940) 246-2126,(940) 246-2128,sgibson@argyleisd.com,www.argyle.esc11.net,MR SCOTT GIBSON   ,'07 08,333,Active,9/1/78,7/24/13 5:34
'062901041,CUERO J H,REGULAR INSTRUCTIONAL,,608 JUNIOR HIGH DR,CUERO,TX,77954-2001,608 JUNIOR HIGH DR,CUERO,TX,77954-2001,(361) 275-1900 ext:3   ,(361) 275-6912,dgarrison@cueroisd.org,www.cueroisd.org,MR DONALD GARRISON   ,'07 08,312,Active, ,7/24/13 5:34
'068901045,JOHN B HOOD,REGULAR INSTRUCTIONAL,,P O BOX 3912,ODESSA,TX,79760-3912,601 E 38TH ST,ODESSA,TX,79762-6800,(432) 456-0459,(432) 456-0458,wayne.squires@ectorcountyisd.org,,MR WAYNE SQUIRES   ,'07 08,462,Active, ,7/24/13 5:34
'070903042,ENNIS J H,REGULAR INSTRUCTIONAL,,3101 ENSIGN RD,ENNIS,TX,75119,3101 ENSIGN RD,ENNIS,TX,75119,(972) 872-3850,(972) 875-1433,kristin.cantrell@ennis.k12.tx.us,www.ennis.k12.tx.us/,MRS KRISTIN CANTRELL   ,'07 08,842,Active, ,7/24/13 5:34
'070905041,FERRIS J H,REGULAR INSTRUCTIONAL,,P O BOX 459,FERRIS,TX,75125-0459,1002 E 8TH ST,FERRIS,TX,75125-2023,(972) 544-3737,(972) 544-2029,rmrenner@ferrisisd.org,,RHONDA M RENNER   ,'07 08,339,Active, ,7/24/13 5:34
'070911041,RED OAK J H,REGULAR INSTRUCTIONAL,,P O BOX 9000,RED OAK,TX,75154-9000,152 LOUISE RITTER BLVD,RED OAK,TX,75154,(972) 617-0066,(972) 617-4377,cristi.watts@redoakisd.org,www.redoakisd.org,CRISTI WATTS   ,'07 08,896,Active, ,7/24/13 5:34
'071904041,ANN M GARCIA-ENRIQUEZ MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 920,SAN ELIZARIO,TX,79849-0920,12270 SOCORRO RD,SAN ELIZARIO,TX,79849-0920,(915) 872-3960,(915) 872-3961,postmaster@seisd.net,www.seisd.net/gems/,MRS APRIL SOLIZ MARIONI   ,'07 08,576,Active,2/25/86,7/24/13 5:34
'071905043,EASTWOOD MIDDLE,REGULAR INSTRUCTIONAL,,2612 CHASWOOD DR,EL PASO,TX,79935-1742,2612 CHASWOOD DR,EL PASO,TX,79935-1742,(915) 434-4300,(915) 434-4322,admin@yisd.net,eastwoodms.yisd.net,MRS MALINDA CARRI-VILLALOBOS   ,'07 08,1008,Active, ,7/24/13 5:34
'071905044,RIVERSIDE MS,REGULAR INSTRUCTIONAL,,7615 MIMOSA AVE,EL PASO,TX,79915-3795,7615 MIMOSA AVE,EL PASO,TX,79915-3795,(915) 434-7300,(915) 772-7549,,riversidems.yisd.net,MS MARIE ANAYA   ,'07 08,644,Active, ,7/24/13 5:34
'071905045,HILLCREST MS,REGULAR INSTRUCTIONAL,,8040 YERMOLAND DR,EL PASO,TX,79907-2299,8040 YERMOLAND DR,EL PASO,TX,79907-2299,(915) 434-2200,(915) 591-9439,,hillcrest.yisd.net,DR LUCY LOZANO-LERMA   ,'07 08,523,Active, ,7/24/13 5:34
'071905048,DESERT VIEW MS,REGULAR INSTRUCTIONAL,,1641 BILLIE MARIE DR,EL PASO,TX,79936-5311,1641 BILLIE MARIE DR,EL PASO,TX,79936-5311,(915) 434-5300,(915) 591-9327,,desertview.yisd.net,MS MICHELLE KEHRWALD   ,'07 08,513,Active, ,7/24/13 5:34
'071905049,RANCHLAND HILLS MIDDLE,REGULAR INSTRUCTIONAL,,7615 YUMA DR,EL PASO,TX,79915-1799,7615 YUMA DR,EL PASO,TX,79915-1799,(915) 434-2300,(915) 592-0036,fbarraza@yisd.net,ranchlandhills.yisd.net,MS CARMEN CRAWFORD   ,'07 08,348,Active, ,7/24/13 5:34
'071908041,TORNILLO JH,REGULAR INSTRUCTIONAL,,P O BOX 170,TORNILLO,TX,79853-0170,420 OIL MILL RD,TORNILLO,TX,79853-0170,(915) 765-3400 ext:3455,(915) 765-3499,estradal@tisd.us,www.tisd.us,LISA ESTRADA   ,'07 08,194,Active,4/26/96,7/24/13 5:34
'072903041,HENDERSON J H,REGULAR INSTRUCTIONAL,,2655 W OVERHILL DR,STEPHENVILLE,TX,76401-3006,2798 W FREY,STEPHENVILLE,TX,76401-3006,(254) 968-6967,(254) 965-7018,renee.goodwin@sville.us,,MRS RENEE GOODWIN   ,'07 08,550,Active, ,7/24/13 5:34
'073905041,ROSEBUD-LOTT MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 638,ROSEBUD,TX,76570-0638,1789 US HWY 77,LOTT,TX,76656,(254) 583-7962,(254) 583-2904,twilliams@rlisd.org,ms.rlisd.org/,TODD WILLIAMS   ,'07 08,137,Active, ,7/24/13 5:34
'074903041,RATHER J H,REGULAR INSTRUCTIONAL,,P O BOX 490,BONHAM,TX,75418-0490,1201 N MAIN,BONHAM,TX,75418-3061,(903) 583-7474,(903) 583-3713,karol.alexander@bonhamisd.org,bonhamisd.org,KAROL ALEXANDER   ,'07 08,291,Active, ,7/24/13 5:34
'075902041,LA GRANGE MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 100,LA GRANGE,TX,78945-0001,650 E TRAVIS,LA GRANGE,TX,78945-0001,(979) 968-4747,(979) 968-6419,millern@lgisd.net,,MR CLIFF KINDER   ,'07 08,297,Active, ,7/24/13 5:34
'077901041,FLOYDADA J H,REGULAR INSTRUCTIONAL,,618 S TREE ST,FLOYDADA,TX,79235-3826,618 S TREE ST,FLOYDADA,TX,79235-3826,(806) 983-2161,(806) 983-5739,wmorren@floydadaisd.esc17.net,www.floydadaisd.esc17.net,MR WAYNE MORREN   ,'07 08,125,Active, ,7/24/13 5:34
'079901041,LAMAR J H,REGULAR INSTRUCTIONAL,,4814 MUSTANG AVE,ROSENBERG,TX,77471-2136,4814 MUSTANG AVE,ROSENBERG,TX,77471-2136,(832) 223-3200,(832) 223-3201,gkipping@lcisd.org,www.lcisd.org,MR GERARD KIPPING   ,'07 08,759,Active, ,7/24/13 5:34
'079901042,GEORGE J H,REGULAR INSTRUCTIONAL,,4601 AIRPORT RD,ROSENBERG,TX,77471-5598,4601 AIRPORT RD,ROSENBERG,TX,77471-5598,(832) 223-3600,(832) 223-3601,kwaters@lcisd.org,www.lcisd.org,MS KELLY WATERS   ,'07 08,975,Active,6/5/80,7/24/13 5:34
'079901043,BRISCOE J H,REGULAR INSTRUCTIONAL,,4300 FM 723,RICHMOND,TX,77406-9230,4300 FM 723,RICHMOND,TX,77406-9230,(832) 223-4000,(832) 223-4001,msemmler@lcisd.org,www.lcisd.org,MIKE SEMMLER   ,'07 08,1012,Active, ,7/24/13 5:34
'079906042,NEEDVILLE J H,REGULAR INSTRUCTIONAL,,P O BOX 412,NEEDVILLE,TX,77461-0412,16430 HWY 36 S,NEEDVILLE,TX,77461,(979) 793-4250,(979) 793-4575,smartk@needvilleisd.com,,KAREN SMART   ,'07 08,464,Active,1/18/00,7/24/13 5:34
'079910041,STAFFORD MIDDLE,REGULAR INSTRUCTIONAL,,1625 STAFFORDSHIRE,STAFFORD,TX,77477-1728,1625 STAFFORDSHIRE RD,STAFFORD,TX,77477-1728,(281) 261-9215,(281) 261-9349,dnordt@staffordmsd.org,www.staffordmsd.org,MS DEBBIE NORDT   ,'07 08,528,Active,8/19/82,7/24/13 5:34
'080901041,MT VERNON J H,REGULAR INSTRUCTIONAL,,P O BOX 1139,MOUNT VERNON,TX,75457,501 HWY 37 S,MOUNT VERNON,TX,75457,(903) 537-2267 ext:4242,(903) 537-3601,ralsup@mtvernonisd.com,www.mtvernonisd.com,MR RONNY ALSUP   ,'07 08,221,Active, ,7/24/13 5:34
'084901041,R D MCADAMS J H,REGULAR INSTRUCTIONAL,,11415 HUGHES RD,DICKINSON,TX,77539-7436,11415 HUGHES RD,DICKINSON,TX,77539-7436,(281) 229-7100,(281) 229-7101,rpack@dickinsonisd.org,www.dickinsonisd.org,ROBERT JEFFERY PACK   ,'07 08,1443,Active, ,7/24/13 5:34
'084902042,CENTRAL MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 660,GALVESTON,TX,77553-4296,3014 SEALY,GALVESTON,TX,77550-4296,(409) 761-6200,(409) 770-0649,Annette_Dailey@GISD.org,www.gisd.org,MR MELVIN BOULDIN   ,'07 08,307,Active, ,7/24/13 5:34
'084904041,LA MARQUE MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 7,LA MARQUE,TX,77568-0007,1431 BAYOU RD,LA MARQUE,TX,77568-5599,(409) 938-4286,(409) 908-5071,kedmundson@lmisd.net,,MS KELLIE EDMUNDSON   ,'07 08,280,Active, ,7/24/13 5:34
'084904048,LA MARQUE J H ENGINEERING ACADEMY,REGULAR INSTRUCTIONAL,,P O BOX 7,LA MARQUE,TX,77568,1727 BAYOU RD,LA MARQUE,TX,77568, , ,mbrooks@lmisd.net,,    ,'07 08,0,Under Construction,1/30/13,7/24/13 5:34
'084906041,BLOCKER MIDDLE,REGULAR INSTRUCTIONAL,,500 14TH AVE N,TEXAS CITY,TX,77590-6200,500 14TH AVE N,TEXAS CITY,TX,77591-6200,(409) 916-0700,(409) 942-2755,jsouthworth@tcisd.org,www.tcisd.org/index.aspx?nid=149,MS JULIE SOUTHWORTH   ,'07 08,914,Active, ,7/24/13 5:34
'084908042,CROSBY MIDDLE,REGULAR INSTRUCTIONAL,,7801 NEVILLE,HITCHCOCK,TX,77563-3218,7801 NEVILLE,HITCHCOCK,TX,77563-3218,(409) 316-6542,(409) 986-9254,lallen@hitchcockisd.org,www.hitchcockisd.org,MR LARRY ALLEN   ,'07 08,175,Active, ,7/24/13 5:34
